Final,I1,I2,I3,I4,I5,I6,I7
Late,453,632.1,361.8,274.275,744.9,563.7375,375.1125
Late,462,644.7,370.2,278.325,735.9,749.925,627.15
Late,381,552.3,312.6,231.525,618.3,473.0625,307.6875
Late,363,514.5,387.6,357.3,764.4,531.45,327.15
Late,393,548.1,309,234.675,605.7,477.3375,306.7125
Late,399,562.8,321.6,231.3,613.2,460.35,309.45
Late,372,634.2,339.6,238.05,617.4,449.325,302.175
Late,399,533.4,290.4,215.1,577.2,461.25,285.75
Late,399,522.9,300.6,236.025,605.1,460.9125,307.2375
Late,384,522.9,297,220.275,600.9,475.5375,303.7125
Late,363,533.4,308.4,229.05,629.4,462.825,301.875
Late,363,514.5,298.2,228.825,593.1,449.2125,310.5375
Late,402,554.4,306,235.35,609,458.775,310.125
Late,405,575.4,309.6,239.4,648,477,315
Late,381,558.6,322.8,234.45,627,438.525,294.975
Late,399,533.4,315.6,230.85,610.2,475.425,306.075
Late,450,648.9,372.6,280.125,750.3,757.125,440.775
Late,399,533.4,314.4,236.7,625.2,457.65,315.75
Late,375,588,300,227.7,579.6,445.95,359.7
Late,378,533.4,302.4,234,604.8,473.4,309
Late,333,462,272.4,213.75,589.8,442.575,302.325
Late,363,527.1,297,224.775,626.1,452.5875,311.6625
Late,357,493.5,276.6,208.125,541.5,410.0625,273.4875
Late,402,543.9,310.2,236.025,641.1,552.825,343.875
Late,384,525,296.4,220.05,615,471.825,307.275
Late,450,638.4,366,275.85,727.8,550.125,366.975
Late,369,541.8,315.6,234.45,636.6,469.125,305.175
Late,372,514.5,295.8,222.525,601.5,463.1625,315.1875
Late,390,535.5,304.2,223.875,591.3,459.3375,311.5125
Late,357,480.9,285,211.275,557.7,437.7375,297.1125
Late,375,546,301.2,233.55,738,499.95,314.25
Late,459,646.8,374.4,275.4,729.6,558,367.2
Late,465,898.8,442.8,306.45,778.2,565.425,368.475
Late,387,550.2,314.4,223.2,624,473.4,306.6
Late,399,560.7,307.8,236.025,621.9,449.2125,294.9375
Late,345,470.4,289.2,211.05,574.2,447.525,285.975
Late,477,655.2,375.6,279.45,744.6,552.825,366.675
Late,384,537.6,301.2,224.55,597,584.55,330.45
Late,450,634.2,366,278.55,736.2,558.675,368.625
Late,381,535.5,318.6,236.475,612.9,438.6375,313.0125
Late,366,520.8,297.6,230.4,595.2,459,306.6
Late,366,522.9,315,239.625,619.5,459.1125,315.0375
Late,459,655.2,373.2,282.15,738.6,555.975,370.125
Late,408,550.2,312,237.6,624,460.8,304.8
Late,345,504,294,211.95,551.4,410.175,284.325
Late,399,709.8,344.4,254.25,603,452.925,306.975
Late,360,504,297.6,217.8,681.6,484.2,305.4
Late,360,514.5,295.8,223.425,624.3,451.9125,305.4375
Late,366,508.2,303.6,230.85,617.4,461.925,297.975
Late,372,493.5,282.6,215.775,714.6,491.175,316.125
Late,453,638.4,362.4,277.2,1022.4,653.4,406.2
Late,339,497.7,285,215.775,558.9,412.9875,273.2625
Late,405,571.2,314.4,230.4,600,453.6,302.4
Late,381,535.5,298.2,234.225,633.9,455.5125,312.6375
Late,363,520.8,374.4,251.1,651.6,465.75,300.45
Late,372,514.5,291,215.325,567.9,437.9625,299.5875
Late,477,651,366,276.75,745.8,553.275,375.225
Late,396,548.1,305.4,235.125,756.6,512.325,331.575
Late,378,531.3,351.6,239.85,619.8,446.625,300.075
Late,360,537.6,312,230.4,614.4,475.2,314.4
Late,405,541.8,310.8,227.25,591,461.025,310.875
Late,468,644.7,365.4,273.825,734.7,550.9125,366.0375
Late,339,520.8,294,224.55,573,445.275,279.225
Late,384,501.9,286.2,220.725,582.3,439.7625,350.775
Late,375,514.5,277.8,204.975,554.1,409.3875,282.8625
Late,387,525,309.6,233.1,598.8,471.15,302.25
Late,474,663.6,372,282.6,748.8,556.2,371.4
Late,456,638.4,366,280.35,738.6,555.975,366.525
Late,384,552.3,310.2,233.325,606.3,464.9625,307.3875
Late,468,657.3,507.6,331.65,819,584.325,379.575
Late,345,489.3,293.4,217.125,555.9,431.6625,298.6875
Late,465,644.7,365.4,273.825,744.3,563.5125,375.0375
Late,369,522.9,286.2,211.725,570.3,413.6625,283.0875
Late,405,546,313.2,229.95,628.2,456.975,311.925
Late,471,657.3,367.8,277.425,739.5,556.3125,366.6375
Late,363,489.3,281.4,210.825,552.3,446.5125,280.8375
Late,333,522.9,297,214.875,579.3,458.4375,295.6125
Late,408,537.6,304.8,286.2,693.6,490.5,323.1
Late,408,550.2,313.2,230.85,619.8,462.825,305.475
Late,402,558.6,295.2,225,609.6,473.4,387.6
Late,348,468.3,275.4,199.575,539.7,409.3875,285.2625
Late,348,522.9,289.8,216.675,620.1,453.9375,291.7125
Late,381,529.2,310.8,224.55,613.8,456.975,308.325
Late,369,522.9,288.6,223.425,569.1,436.6125,358.275
Late,369,512.4,300,222.3,589.2,451.35,307.65
Late,450,644.7,364.2,275.175,738.9,556.0875,371.3625
Late,471,655.2,374.4,280.8,748.8,554.4,368.4
Late,351,514.5,282.6,218.475,649.8,456.075,296.025
Late,357,499.8,274.8,218.25,740.4,506.25,306.75
Late,393,546,301.2,231.75,625.8,466.875,309.225
Late,369,491.4,295.2,211.5,577.2,430.65,279.15
Late,474,653.1,375,281.025,741.9,560.8125,376.5375
Late,396,543.9,317.4,227.925,606.3,443.3625,292.9875
Late,381,501.9,297,213.975,585.3,435.4875,299.9625
Late,396,552.3,387.6,263.25,665.4,461.925,302.775
Late,342,485.1,301.8,220.275,576.9,446.7375,292.9125
Late,393,535.5,306.6,222.975,585.3,440.8875,307.7625
Late,363,506.1,288.6,223.425,597.9,443.8125,297.9375
Late,342,476.7,276.6,209.025,578.7,454.6125,307.5375
Late,375,527.1,295.8,233.325,623.1,473.0625,314.8875
Late,384,554.4,308.4,227.25,595.8,439.425,292.875
Late,360,508.2,290.4,215.1,594,444.15,289.65
Late,378,543.9,306.6,222.975,599.7,442.6875,307.1625
Late,387,541.8,301.2,229.95,599.4,464.175,314.325
Late,402,537.6,300,233.1,620.4,464.85,303.75
Late,336,489.3,277.8,222.975,626.1,456.1875,304.4625
Late,381,550.2,400.8,261.9,649.2,479.25,315.75
Late,450,630,366,273.15,738.6,552.375,370.125
Late,354,510.3,299.4,221.175,578.1,429.1875,288.2625
Late,366,514.5,282.6,212.175,566.1,428.2875,352.725
Late,357,512.4,306,215.55,613.8,451.575,294.525
Late,417,577.5,310.2,225.225,597.9,451.0125,309.9375
Late,462,653.1,372.6,275.625,746.7,553.6125,365.7375
Late,381,512.4,300,216,595.2,444.6,303
Late,459,655.2,368.4,280.35,738.6,741.15,436.65
Late,405,548.1,318.6,227.475,750.6,497.475,311.025
Late,351,529.2,296.4,232.65,612.6,433.125,311.175
Late,399,571.2,313.2,227.25,610.2,479.025,325.275
Late,363,651,334.8,247.05,639,473.625,323.475
Late,474,657.3,370.2,276.525,750.3,562.1625,370.9875
Late,366,522.9,298.2,221.625,585.9,455.5125,307.8375
Late,360,516.6,282,216.45,595.8,493.65,309.75
Late,405,564.9,327,241.425,645.9,614.025,370.275
Late,366,510.3,354,243.45,619.8,461.025,292.875
Late,360,510.3,277.8,208.575,556.5,417.4875,316.725
Late,387,541.8,300,224.1,630,484.65,307.95
Late,333,470.4,268.8,213.3,591.6,437.85,299.55
Late,354,497.7,276.6,221.625,581.1,442.9125,300.0375
Late,474,657.3,371.4,373.95,868.2,841.95,702.9
Late,630,760.2,405.6,288.9,752.4,561.15,377.85
Late,402,543.9,310.2,241.425,629.1,484.3125,310.2375
Late,399,567,306,238.05,636.6,485.325,320.175
Late,372,497.7,281.4,207.225,605.1,475.3125,325.2375
Late,477,661.5,376.2,283.275,747.3,555.6375,366.4125
Late,468,648.9,373.8,280.575,741.3,549.7875,363.2625
Late,459,638.4,362.4,270.9,740.4,556.65,365.55
Late,381,579.6,309.6,232.2,592.8,454.5,302.7
Late,468,648.9,372.6,274.725,728.7,559.4625,376.0875
Late,381,537.6,302.4,237.6,609.6,448.2,313.8
Late,378,520.8,312,232.2,626.4,454.5,299.1
Late,396,552.3,315,227.025,633.9,473.5125,316.2375
Late,465,657.3,370.2,369.45,864.6,597.825,381.675
Late,396,537.6,304.8,234.9,618,460.35,308.25
Late,462,655.2,372,279,746.4,553.5,366.9
Late,477,667.8,376.8,278.1,730.8,551.25,499.5
Late,453,646.8,369.6,276.3,1010.4,665.1,410.1
Late,468,615.3,312.6,236.025,617.1,458.2125,301.5375
Late,402,539.7,312.6,237.825,641.1,460.0125,314.1375
Late,357,506.1,298.2,217.125,565.5,429.8625,284.8875
Late,471,648.9,495.6,327.15,801,573.975,371.325
Late,477,653.1,367.8,272.925,728.7,552.2625,502.575
Late,453,644.7,375,278.325,743.1,559.4625,368.8875
Late,408,569.1,309,236.475,636.9,478.2375,320.2125
Late,450,638.4,366,275.85,735,549.225,372.675
Late,324,472.5,279,216.225,581.1,428.5125,331.275
Late,390,535.5,316.2,232.875,600.9,441.3375,298.3125
Late,450,636.3,371.4,281.475,737.7,736.875,431.625
Late,465,642.6,363.6,272.25,735,547.425,372.075
Late,402,537.6,286.8,211.05,576.6,416.025,270.675
Late,360,516.6,364.8,257.4,660,486.9,317.1
Late,366,537.6,306,292.5,702,493.65,320.55
Late,408,537.6,309.6,238.5,620.4,448.65,294.75
Late,405,560.7,322.2,232.425,605.1,444.7125,294.6375
Late,474,661.5,372.6,281.925,740.7,547.7625,372.1875
Late,369,518.7,303,222.525,591.9,573.525,342.375
Late,366,510.3,285,210.375,546.9,401.2875,283.7625
Late,462,611.1,325.8,303.75,719.4,500.175,328.725
Late,396,560.7,311.4,232.875,731.4,490.275,318.225
Late,453,644.7,364.2,271.575,741.3,555.1875,372.2625
Late,372,516.6,300,282.6,691.2,477,312.6
Late,336,472.5,270.6,210.375,546.9,422.8875,281.3625
Late,363,510.3,309,229.275,605.7,443.1375,295.3125
Late,474,661.5,379.8,280.125,738.3,554.0625,373.0875
Late,411,558.6,315.6,227.25,636.6,476.325,313.575
Late,384,525,312,226.8,614.4,460.8,298.8
Late,375,543.9,307.8,274.05,658.2,598.05,346.95
Late,468,648.9,366.6,274.275,725.7,542.1375,360.7125
Late,408,546,303.6,235.35,633,455.175,310.125
Late,393,560.7,311.4,231.975,621.3,456.1875,306.8625
Late,630,764.4,398.4,286.2,751.2,566.1,379.5
Late,453,646.8,367.2,274.5,747.6,557.55,375.45
Late,396,533.4,316.8,227.7,591.6,445.05,309.15
Late,474,665.7,376.2,277.875,752.1,561.0375,367.0125
Late,453,636.3,495.6,321.75,796.2,577.575,382.125
Late,405,554.4,308.4,229.05,631.8,456.525,314.175
Late,366,512.4,301.2,229.95,637.8,485.775,311.925
Late,363,514.5,291,226.125,608.7,456.8625,309.4875
Late,327,470.4,261.6,191.7,538.8,412.65,264.75
Late,333,464.1,263.4,202.275,533.7,428.7375,297.7125
Late,459,638.4,362.4,279,732,557.1,513
Late,381,554.4,318,234.45,615,471.825,304.875
Late,465,644.7,375,387.45,1316.4,1167.3,579.9
Late,396,514.5,292.2,230.175,611.7,463.3875,305.6625
Late,456,642.6,370.8,373.5,874.8,614.25,385.95
Late,363,510.3,291,279.45,884.4,572.85,344.55
Late,360,499.8,271.2,200.7,560.4,409.95,284.25
Late,360,537.6,307.2,233.1,630,454.05,314.55
Late,363,495.6,282,212.85,571.8,504.45,362.7
Late,372,525,312,237.6,633.6,477,313.8
Late,471,653.1,366.6,273.375,736.5,556.9875,370.4625
Late,375,548.1,313.8,236.475,634.5,473.7375,301.9125
Late,330,468.3,318,222.75,565.8,424.575,350.25
Late,357,489.3,271.8,213.525,543.9,412.7625,281.5875
Late,363,493.5,276.6,205.425,535.5,424.0125,284.1375
Late,405,522.9,283.8,216.225,571.5,464.5125,316.8375
Late,468,655.2,378,276.75,750.6,558.675,369.825
Late,462,648.9,367.8,277.425,732.3,559.0125,372.3375
Late,387,529.2,304.8,213.3,594,438.75,354.9
Late,453,651,375.6,281.25,739.8,547.425,366.075
Late,378,554.4,302.4,221.4,619.2,462.6,301.8
Late,336,527.1,295.8,234.225,600.3,455.5125,300.6375
Late,339,472.5,279,219.825,581.1,450.1125,296.4375
Late,360,485.1,271.8,218.025,564.3,422.2125,288.3375
Late,411,546,318,240.75,654.6,461.475,313.425
Late,408,575.4,326.4,242.1,649.2,569.7,344.7
Late,477,653.1,373.8,276.975,734.1,557.8875,368.3625
Late,339,464.1,269.4,200.925,548.7,421.7625,319.575
Late,369,546,307.2,240.3,642,456.75,319.05
Late,465,640.5,488.4,318.15,805.8,586.575,376.725
Late,330,499.8,294,223.65,673.2,463.05,287.55
Late,372,535.5,356.4,250.65,646.2,469.125,312.375
Late,381,531.3,305.4,230.625,614.7,435.7125,283.2375
Late,366,516.6,300,219.6,592.8,441.9,294.9
Late,465,653.1,372.6,279.225,753.9,556.3125,365.4375
Late,387,504,279.6,220.95,592.2,441.675,286.425
Late,387,546,320.4,239.85,641.4,458.325,311.175
Late,390,550.2,313.2,230.85,610.2,461.025,308.475
Late,336,508.2,288,233.1,610.8,454.05,310.95
Late,456,585.9,313.8,223.875,603.3,456.6375,303.4125
Late,375,541.8,307.2,237.6,643.2,460.8,306
Late,405,567,403.2,263.7,682.8,477.45,303.15
Late,474,663.6,375.6,279.45,742.2,564.525,374.175
Late,372,527.1,306.6,222.975,597.3,441.7875,308.0625
Late,393,537.6,307.2,228.6,626.4,477.9,321.3
Late,378,512.4,297.6,271.8,669.6,468.9,305.1
Late,408,562.8,369.6,252.9,656.4,582.3,342.9
Late,366,529.2,297.6,224.1,615.6,477.45,321.15
Late,477,898.8,444,307.8,1065.6,1004.4,801.6
Late,384,531.3,309,222.975,570.9,449.8875,309.5625
Late,432,579.6,315.6,238.05,617.4,461.925,307.575
Late,396,543.9,313.8,240.075,646.5,471.0375,374.025
Late,375,520.8,285.6,235.8,619.2,459,300.6
Late,375,510.3,298.2,224.325,611.1,432.5625,301.3875
Late,333,499.8,291.6,215.55,585,442.575,290.325
Late,369,634.2,327.6,227.25,579,427.725,275.775
Late,360,525,297.6,224.1,586.8,439.65,296.55
Late,384,522.9,294.6,231.975,630.9,452.5875,311.6625
Late,381,531.3,297,222.975,611.7,468.7875,312.2625
Late,366,535.5,313.8,227.475,634.5,475.5375,312.1125
Late,465,644.7,367.8,278.325,731.1,554.9625,366.1875
Late,372,514.5,300.6,227.025,590.7,444.7125,358.875
Late,453,644.7,498,325.35,801,582.975,382.725
Late,471,657.3,369,274.275,730.5,551.1375,374.5125
Late,393,558.6,320.4,231.75,601.8,459.675,300.825
Late,456,634.2,361.2,270.45,723,553.725,364.575
Late,372,539.7,311.4,234.675,632.1,463.8375,301.0125
Late,321,466.2,267.6,196.65,555,400.725,271.575
Late,402,548.1,317.4,239.625,619.5,459.1125,313.8375
Late,348,512.4,304.8,227.7,598.8,471.15,289.05
Late,351,506.1,288.6,219.825,590.7,451.9125,294.6375
Late,471,663.6,370.8,281.25,756.6,559.125,495.15
Late,345,480.9,287.4,210.375,554.1,409.3875,276.8625
Late,393,556.5,319.8,244.125,630.3,481.1625,315.1875
Late,411,520.8,280.8,211.5,560.4,458.55,317.25
Late,333,480.9,286.2,215.325,555.9,433.4625,288.4875
Late,402,567,381.6,268.2,674.4,470.7,312.9
Late,360,600.6,336,238.5,770.4,531.9,333.3
Late,474,663.6,372,369,856.8,607.5,384.9
Late,474,651,369.6,378,876,600.3,384.9
Late,477,648.9,371.4,381.15,868.2,609.975,392.925
Late,474,646.8,366,278.55,731.4,560.475,369.225
Late,360,525,302.4,225.9,596.4,463.05,299.55
Late,351,485.1,263.4,192.375,520.5,394.9875,269.6625
Late,378,495.6,285.6,217.8,556.8,433.8,307.8
Late,372,525,302.4,221.4,568.8,441.9,328.2
Late,360,506.1,307.8,234.225,605.1,457.3125,309.6375
Late,477,882,440.4,301.95,784.2,569.475,378.225
Late,477,648.9,369,273.375,741.3,753.975,625.05
Late,351,508.2,295.2,226.8,590.4,453.6,302.4
Late,462,657.3,369,377.55,863.4,597.375,387.525
Late,369,518.7,301.8,228.375,616.5,466.9875,311.6625
Late,378,543.9,309,227.475,598.5,444.0375,295.6125
Late,369,531.3,315,240.525,639.9,473.9625,305.5875
Late,459,640.5,369,276.975,748.5,566.8875,368.9625
Late,414,548.1,303,221.625,585.9,444.7125,309.0375
Late,363,516.6,279.6,215.55,551.4,406.575,274.725
Late,405,556.5,307.8,227.025,600.3,469.9125,313.8375
Late,345,491.4,286.8,220.05,557.4,430.425,289.875
Late,465,646.8,367.2,272.7,730.8,554.85,370.95
Late,450,630,367.2,272.7,738,546.75,367.05
Late,408,560.7,313.8,229.275,622.5,454.8375,301.6125
Late,330,514.5,301.8,231.075,603.3,463.8375,350.025
Late,360,518.7,298.2,226.125,635.1,481.1625,307.9875
Late,354,512.4,340.8,239.4,585.6,469.8,303
Late,477,648.9,369,276.075,740.1,561.9375,376.9125
Late,468,602.7,333,247.275,648.9,468.3375,318.1125
Late,372,514.5,310.2,229.725,766.2,510.525,317.775
Late,366,543.9,317.4,236.925,639.9,481.1625,311.5875
Late,366,489.3,277.8,217.575,554.1,434.5875,356.925
Late,462,609,332.4,236.25,634.2,462.825,315.075
Late,414,564.9,321,239.175,623.7,460.6875,298.7625
Late,336,504,309.6,222.3,589.2,438.75,302.25
Late,462,644.7,369,381.15,880.2,605.475,384.225
Late,465,653.1,370.2,273.825,732.3,754.425,431.475
Late,477,651,373.2,279.45,747,559.125,369.975
Late,630,756,404.4,287.55,762.6,566.775,372.525
Late,405,569.1,318.6,278.55,678.6,479.475,319.425
Late,372,529.2,301.2,232.65,607.8,456.525,315.375
Late,396,569.1,307.8,237.825,650.7,487.0125,317.1375
Late,459,651,369.6,281.7,757.2,780.3,447.3
Late,384,552.3,321,239.175,606.9,445.3875,359.325
Late,375,499.8,279.6,220.05,598.2,449.325,288.975
Late,405,569.1,328.2,234.675,639.3,480.9375,319.9125
Late,363,506.1,297,214.875,548.1,426.9375,330.225
Late,363,537.6,295.2,230.4,578.4,438.3,286.5
Late,360,516.6,308.4,234.45,627,472.725,301.575
Late,426,554.4,310.8,278.1,687.6,499.05,318.75
Late,324,459.9,257.4,204.525,541.5,397.4625,265.6875
Late,468,646.8,366,274.95,745.8,551.475,371.025
Late,402,548.1,305.4,233.325,611.1,457.7625,304.9875
Late,456,634.2,366,275.85,735,558.225,506.55
Late,366,548.1,293.4,220.725,613.5,469.4625,318.4875
Late,387,539.7,305.4,227.025,597.9,442.0125,294.9375
Late,384,527.1,310.2,234.225,602.7,447.4125,311.1375
Late,351,470.4,272.4,199.35,527.4,401.175,317.85
Late,396,539.7,316.2,232.875,641.7,480.0375,325.6125
Late,387,550.2,309.6,291.6,679.2,610.2,358.2
Late,339,491.4,284.4,210.15,563.4,409.275,282.825
Late,411,541.8,306,233.55,585,420.975,307.125
Late,468,648.9,371.4,279.675,747.3,564.6375,375.4125
Late,369,522.9,306.6,234.675,603.3,454.8375,311.2125
Late,330,480.9,279,217.125,584.7,435.2625,287.8875
Late,375,516.6,302.4,236.7,642,471.15,316.65
Late,453,646.8,370.8,281.25,749.4,563.625,367.875
Late,390,527.1,312.6,237.825,617.1,447.4125,312.3375
Late,456,596.4,319.2,238.5,620.4,470.25,312.75
Late,414,564.9,317.4,274.05,687,495.225,418.95
Late,360,518.7,303,232.425,631.5,479.8125,320.7375
Late,414,571.2,316.8,235.8,604.8,468,302.4
Late,351,516.6,307.2,214.2,559.2,411.3,275.1
Late,408,550.2,306,224.55,597,441.675,310.425
Late,384,552.3,316.2,231.975,599.7,451.6875,305.3625
Late,459,640.5,370.2,374.85,879,842.85,464.55
Late,369,506.1,283.8,221.625,571.5,412.3125,289.8375
Late,408,564.9,307.8,224.325,599.1,449.6625,314.2875
Late,372,535.5,309,232.875,622.5,463.8375,305.8125
Late,348,489.3,293.4,223.425,573.9,429.4125,285.9375
Late,453,636.3,364.2,275.175,746.1,560.5875,375.2625
Late,417,680.4,355.2,252,645.6,463.5,317.7
Late,405,539.7,299.4,220.275,610.5,453.9375,300.1125
Late,369,499.8,278.4,225.9,613.2,451.35,313.65
Late,387,535.5,305.4,228.825,626.7,465.4125,315.9375
Late,408,564.9,315,227.025,636.3,461.8125,319.5375
Late,450,644.7,370.2,279.225,753.9,561.7125,368.4375
Late,348,487.2,271.2,206.1,631.2,459.9,288.9
Late,384,539.7,313.8,229.275,620.1,466.5375,317.5125
Late,387,512.4,313.2,267.3,675.6,487.35,298.05
Late,477,659.4,375.6,280.35,738.6,552.375,372.525
Late,477,655.2,369.6,280.8,739.2,559.8,377.4
Late,336,493.5,275.4,219.375,580.5,424.6875,287.9625
Late,459,655.2,372,281.7,738,762.3,437.7
Late,408,558.6,384,262.8,681.6,471.6,316.8
Late,459,651,372,275.4,741.6,562.5,371.1
Late,396,539.7,300.6,226.125,603.9,451.4625,294.4875
Late,342,518.7,285,221.175,621.3,441.7875,300.8625
Late,342,470.4,272.4,217.35,575.4,428.175,291.525
Late,351,489.3,287.4,213.975,568.5,425.5875,279.8625
Late,318,480.9,282.6,207.675,548.1,408.9375,285.1125
Late,450,638.4,373.2,279.45,732.6,557.325,374.175
Late,357,501.9,294.6,209.475,543.3,425.1375,279.7125
Late,390,552.3,318.6,232.875,617.7,582.075,353.625
Late,468,659.4,376.8,279.9,742.8,555.75,371.25
Late,399,550.2,319.2,241.2,640.8,470.7,302.1
Late,393,531.3,315,231.525,618.3,449.6625,296.2875
Late,393,562.8,318,230.85,624.6,450.225,312.075
Late,414,571.2,328.8,241.2,643.2,478.8,314.4
Late,417,558.6,306,224.55,592.2,443.475,299.025
Late,387,546,314.4,239.4,633.6,464.4,313.2
Late,378,527.1,313.8,226.575,606.9,450.7875,306.2625
Late,363,489.3,275.4,208.575,573.3,420.1875,313.725
Late,378,550.2,319.2,231.3,634.8,473.85,324.75
Late,450,646.8,374.4,381.6,885.6,609.3,384.3
Late,378,543.9,316.2,237.375,628.5,471.4875,307.1625
Late,468,651,370.8,280.35,741,555.075,368.625
Late,369,516.6,283.2,219.6,559.2,440.1,293.1
Late,369,514.5,303,231.525,611.1,459.5625,299.5875
Late,411,541.8,314.4,241.2,628.8,473.4,303
Late,375,543.9,315,227.925,737.4,514.125,334.575
Late,405,554.4,315.6,234.45,612.6,469.125,309.975
Late,399,552.3,307.8,224.325,623.1,471.2625,321.4875
Late,369,514.5,282.6,208.575,575.7,435.4875,277.1625
Late,477,648.9,366.6,276.975,750.9,551.5875,373.4625
Late,456,638.4,372,276.3,745.2,563.85,367.95
Late,462,640.5,366.6,279.675,752.1,552.0375,372.4125
Late,414,667.8,344.4,308.7,726,509.85,329.55
Late,354,508.2,303.6,237.15,582.6,476.55,318.45
Late,471,657.3,370.2,279.225,1008.6,648.225,397.275
Late,366,529.2,301.2,222.75,587.4,450.675,303.825
Late,453,651,368.4,281.25,751.8,555.525,368.775
Late,408,573.3,328.2,236.475,579.3,517.275,339.225
Late,453,632.1,366.6,276.975,741.3,560.5875,374.0625
Late,363,504,284.4,222.75,685.2,483.75,314.85
Late,456,653.1,373.8,282.375,750.9,551.5875,371.0625
Late,381,518.7,304.2,229.275,598.5,467.4375,311.8125
Late,453,648.9,372.6,276.525,728.7,543.2625,363.4875
Late,477,665.7,370.2,281.025,746.7,768.825,444.675
Late,360,527.1,309,233.775,640.5,470.5875,322.4625
Late,372,514.5,288.6,223.425,597.9,429.4125,288.3375
Late,456,648.9,372.6,280.125,750.3,567.5625,376.3875
Late,378,501.9,276.6,213.525,591.9,519.525,321.975
Late,369,518.7,309,232.875,632.1,463.8375,299.8125
Late,369,506.1,286.2,214.425,615,443.025,289.275
Late,366,537.6,309.6,238.5,618,549.9,328.5
Late,414,676.2,354,246.15,649.8,483.075,308.625
Late,345,489.3,295.8,217.125,599.1,474.8625,314.2875
Late,462,642.6,366,279.45,751.8,568.125,378.975
Late,396,552.3,322.2,244.125,647.1,471.2625,317.8875
Late,348,506.1,276.6,213.525,689.4,463.725,300.975
Late,390,525,301.2,296.1,661.2,451.35,311.25
Late,363,543.9,299.4,236.475,615.3,455.7375,316.3125
Late,378,516.6,296.4,229.95,618.6,469.575,310.125
Late,450,644.7,373.8,282.375,738.9,557.8875,367.1625
Late,318,451.5,276.6,206.325,548.7,412.7625,279.1875
Late,462,638.4,368.4,277.65,732.6,559.125,372.375
Late,453,636.3,365.4,367.65,859.8,599.625,382.275
Late,417,569.1,316.2,222.075,622.5,462.0375,286.0125
Late,354,489.3,280.2,204.975,570.9,439.0875,352.725
Late,450,648.9,366.6,375.75,882.6,613.575,388.125
Late,369,535.5,390,265.05,687,480.825,321.075
Late,363,518.7,295.8,233.325,603.9,444.2625,306.4875
Late,450,644.7,373.8,280.575,755.7,567.7875,372.8625
Late,456,648.9,375,278.325,745.5,565.7625,372.1875
Late,390,554.4,320.4,229.95,723.6,490.95,320.85
Late,510,793.8,382.8,253.35,613.8,453.375,309.525
Late,372,543.9,304.2,235.575,628.5,451.6875,306.5625
Late,399,537.6,310.8,232.65,600.6,464.625,307.275
Late,465,642.6,373.2,275.85,739.8,561.825,372.075
Late,390,550.2,315.6,234.45,600.6,468.225,310.875
Late,342,510.3,282.6,219.375,681,482.175,299.925
Late,381,504,298.8,212.85,559.8,434.925,292.575
Late,408,529.2,318,234.45,591,437.625,305.475
Late,351,491.4,273.6,209.7,579.6,413.55,287.85
Late,360,491.4,289.2,219.15,561,406.575,295.05
Late,360,506.1,301.8,227.475,600.9,464.7375,367.425
Late,459,644.7,372.6,275.625,732.3,559.0125,371.1375
Late,399,535.5,313.8,239.175,630.9,463.3875,305.6625
Late,372,518.7,310.2,235.125,637.5,462.2625,313.6875
Late,474,653.1,370.2,276.525,733.5,550.4625,365.8875
Late,384,550.2,321.6,235.8,638.4,482.4,391.2
Late,405,562.8,320.4,244.35,657,489.375,323.925
Late,399,531.3,300.6,232.425,612.3,458.2125,313.5375
Late,405,535.5,298.2,228.825,621.9,463.6125,316.5375
Late,465,653.1,371.4,280.575,753.3,563.2875,376.1625
Late,402,548.1,309,235.575,786.6,539.775,407.85
Late,369,514.5,291,214.425,585.9,448.3125,305.4375
Late,387,548.1,304.2,235.575,626.1,457.9875,303.8625
Late,360,493.5,281.4,210.825,557.1,419.5125,289.8375
Late,357,480.9,271.8,209.925,572.7,425.3625,338.775
Late,378,525,315.6,226.35,616.2,452.475,300.825
Late,345,478.8,280.8,204.3,550.8,438.75,283.05
Late,363,539.7,300.6,233.325,599.1,451.4625,313.6875
Late,357,531.3,301.8,221.175,568.5,459.7875,304.4625
Late,393,533.4,300,232.2,609.6,469.8,303
Late,450,648.9,375,277.425,732.3,544.6125,365.1375
Late,333,520.8,283.2,216,559.2,422.1,289.5
Late,375,525,304.8,224.1,610.8,446.85,300.15
Late,462,655.2,375.6,275.85,727.8,553.725,498.75
Late,453,642.6,372,274.5,740.4,549.45,373.95
Late,387,520.8,313.2,237.15,633,487.575,301.725
Late,330,487.2,295.2,225.9,618,445.95,302.25
Late,372,527.1,285,213.975,568.5,430.9875,292.4625
Late,354,489.3,281.4,222.525,589.5,449.6625,350.175
Late,456,653.1,377.4,276.525,743.1,561.2625,367.0875
Late,369,514.5,301.8,221.175,611.7,448.9875,304.4625
Late,411,546,312,227.7,625.2,482.85,304.95
Late,378,548.1,313.8,230.175,604.5,444.4875,294.5625
Late,360,516.6,294,223.65,605.4,576.45,354.15
Late,378,529.2,314.4,232.2,607.2,449.1,305.7
Late,375,522.9,297,223.875,591.3,437.7375,291.1125
Late,393,535.5,307.8,236.025,626.7,460.0125,308.1375
Late,363,495.6,295.2,222.3,613.2,469.35,305.25
Late,414,539.7,315,238.725,613.5,447.8625,286.0875
Late,399,510.3,301.8,223.875,624.9,437.7375,283.9125
Late,342,483,270,215.55,561,428.175,277.125
