"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40","C41","C42","C43","C44","C45","C46","C47","C48","C49","C50","C51","C52","C53","C54"
17.2783,-3.91901,14.2271,-3.91901,,-3.91901,-3.91901,,44.6475,-3.91901,-3.91901,20.1077,-3.91901,-3.91901,,,,,,,-3.91901,36.543,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,45.7695,44.0176,-3.91901,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,,20.8469,-3.91901,32.2293,-3.91901,-3.91901,21.3631,,,,40.5004,-3.91901,,-3.91901,7.74268,-2.46504,-3.91901
18.1753,-3.91901,15.2482,-3.91901,,-3.91901,-3.91901,,45.1433,-3.91901,-3.91901,21.5103,-3.91901,-3.91901,,,,,,,-3.91901,37.8134,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,47.799,46.0655,-3.91901,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,22.2086,-3.91901,35.0222,-3.91901,,,,-3.91901,44.1172,41.3771,,,-4,9.94759,-0.297699,-3.91901
20.3667,-3.91901,,-3.91901,,-3.91901,-3.91901,,45.7037,-3.91901,-3.91901,22.0985,-3.91901,-3.91901,,,,,,,-3.91901,39.2803,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,49.2585,47.1467,-3.91901,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,22.7584,-3.91901,,-3.91901,-3.91901,24.2185,,-3.91901,44.9451,42.384,,,-4,11.6755,1.29721,-3.91901
20.4776,-3.91901,18.2499,-3.91901,,-3.91901,-3.91901,,46.2297,-3.91901,-3.91901,,-3.91901,-3.91901,,,,,,,-3.91901,40.0268,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,50.1287,48.1893,-3.91901,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,23.8179,-3.91901,37.1277,,,24.7637,,-3.91901,,42.5513,,,-4,11.8285,2.56669,-3.91901
22.4287,-3.91901,18.9203,-3.91901,,-3.91901,-3.91901,,46.8851,-3.91901,-3.91901,24.4004,-3.91901,-3.91901,,,,,,,-3.91901,41.8476,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,51.3147,49.1615,-3.91901,-3.91901,-3.91901,-4,-3.91901,-3.91901,-1.25895,-3.91901,-3.91901,25.3077,-3.91901,37.8819,-3.91901,,33.1759,,-3.91901,,,,,,13.354,4.69593,-3.91901
24.8726,-3.91901,20.6993,-3.91901,,-3.91901,,,47.4405,-3.91901,-3.91901,25.5249,-3.91901,-3.91901,,,,,,,-3.91901,44.3825,-3.91901,-3.91901,-1.01833,-3.83804,-3.91901,52.8101,50.9309,-2.8682,-3.91901,-3.91901,-4,-3.91901,-3.91901,0.700171,-3.91901,,28.3305,-3.91901,,-3.91901,-3.91901,29.4005,,-3.91901,46.8851,43.7851,,,-3.91901,15.9267,5.24529,-3.91901
25.8865,-3.91901,21.4367,-3.91901,,-3.91901,-3.91901,,48.1568,-3.91901,-3.91901,26.86,-3.91901,-3.91901,,,,,,,-3.91901,45.4732,-3.91901,-3.91901,0.899325,-3.83804,-3.91901,54.2617,52.4294,2.80408,-3.91901,-3.91901,-4,-3.91901,-3.91901,5.4804,-3.91901,-3.91901,28.8305,-3.91901,,,,36.7151,,-3.91901,,44.9121,-3.91901,,-4,17.428,8.05324,-3.91901
27.1836,-3.91901,22.7584,-3.91901,,-3.91901,-3.91901,,49.0322,-3.91901,-3.91901,28.6877,-3.91901,-3.91901,,,,,,,-3.91901,46.1312,-3.91901,-3.91901,2.1706,-3.83804,-3.91901,54.8891,52.5247,6.1845,-3.91901,-3.91901,-4,-3.91901,-3.91901,6.4188,-3.91901,-3.91901,29.4717,-3.91901,41.0404,,,30.9961,,-3.91901,48.5788,45.6379,-3.91901,,-3.91901,18.026,8.82807,-3.91901
28.4735,-3.91901,23.4166,-3.91901,,-3.91901,-3.91901,,49.3876,-3.91901,-3.91901,29.7205,,-3.91901,,,,,,,-3.91901,47.114,-3.91901,-3.83804,5.08844,-3.83804,-3.91901,55.4519,53.4427,8.82807,-3.91901,-3.83804,-4,-3.91901,-3.83804,6.88679,-3.91901,-3.91901,30.5363,-3.91901,42.183,,,,,,,46.0655,-3.91901,,-4,19.8485,10.4479,-3.91901
28.8305,-3.91901,24.8726,-3.91901,,-3.91901,-3.91901,,49.9035,-3.91901,-3.91901,30.8901,-3.91901,-3.91901,,,,,,,-3.91901,47.8641,-3.91901,-3.83804,6.65289,-3.83804,-3.83804,56.0751,53.1899,10.5248,-3.43355,-3.83804,-4,-3.91901,-3.83804,8.13082,-3.91901,-3.91901,30.9608,-3.91901,42.317,-3.91901,-3.91901,37.9845,,-3.91901,48.7084,,-3.91901,,,20.0707,10.2171,-3.91901
29.8981,-3.91901,24.7274,-3.91901,,-3.91901,-3.91901,,50.3537,-3.91901,-3.91901,31.3139,-3.91901,-3.91901,,,,,,,-3.91901,48.9351,-3.91901,-3.83804,7.898,-3.83804,-3.91901,56.3548,53.8211,12.7449,1.37672,-3.83804,-4,-3.83804,-3.83804,9.832,-3.91901,,,,,,-3.91901,38.9061,,-3.91901,,46.2297,,,-4,20.3297,10.371,-3.91901
30.7486,-3.91901,,-3.91901,,-3.83804,-3.91901,,51.1868,-3.91901,-3.91901,32.3346,-3.91901,-3.91901,,,,,,,-3.91901,48.5464,-3.91901,-3.83804,10.1401,-3.7571,-3.83804,56.9438,54.3245,13.354,1.85332,-3.83804,-4,-3.83804,-3.83804,11.5989,-3.91901,-3.91901,32.3698,-3.91901,43.019,,-3.91901,34.1532,,-3.91901,49.4199,,-3.91901,,-4,20.2557,12.1343,-3.91901
31.8072,-3.91901,26.752,-3.91901,,-3.83804,-3.91901,,51.3466,-3.91901,-3.91901,33.3507,-3.91901,-3.91901,,,,,,,-3.91901,48.7084,-3.91901,-3.83804,10.6785,-3.7571,-3.83804,57.253,54.7011,14.9461,2.72497,-3.83804,-4,-3.83804,-3.83804,10.371,-3.91901,-3.91901,33.0709,-3.91901,43.8515,-3.91901,-3.91901,,,-3.91901,49.8069,46.9178,-3.91901,,,21.3631,12.6686,-3.91901
32.0535,-3.91901,27.2914,-3.91901,,-3.83804,-3.91901,,51.5382,-3.91901,-3.91901,34.5012,-3.91901,-3.91901,,,,,,,-3.91901,49.0322,-3.83804,-3.83804,12.2871,-3.7571,-3.83804,57.8081,54.8265,17.0535,0.660323,-3.83804,-4,-3.83804,-3.83804,13.696,-3.91901,-3.91901,33.1059,,44.1504,-3.83804,-3.91901,,,-3.91901,50.6104,47.1467,-3.91901,,-4,21.8781,12.5161,-3.91901
32.6855,-3.91901,27.2914,-3.91901,,-3.83804,-3.91901,,50.8988,-3.91901,-3.91901,35.7148,-3.91901,-3.91901,,,,,,,-3.91901,50.1287,-3.83804,-3.83804,14.4922,-3.67618,-3.83804,58.4534,55.6079,20.0707,4.853,-3.83804,-4,-3.83804,-3.83804,13.658,-3.91901,-3.91901,34.3969,-3.83804,46.0326,-3.83804,-3.91901,41.7805,,-3.91901,,47.9292,-3.91901,,-3.91901,22.5753,14.3407,-3.91901
32.5102,-3.91901,24.8,-3.91901,,-3.83804,-3.91901,,50.6425,-3.91901,-3.91901,35.9912,-3.91901,-3.91901,,,,,,,-3.91901,48.6436,-3.83804,-3.83804,13.658,-3.67618,-3.83804,59.7976,57.0366,27.4709,11.5989,-3.83804,-3.91901,-3.83804,-3.83804,15.6254,-3.91901,-3.91901,34.7445,-1.74078,46.4265,-3.83804,-3.91901,41.7805,,-3.91901,49.4845,47.9942,-3.91901,,-4,23.1243,14.8705,-3.91901
33.7,-3.91901,29.7561,-3.91901,,-3.83804,-3.91901,,52.048,-3.91901,-3.91901,37.2993,-3.91901,-3.91901,,,,,,,-3.91901,46.9505,-3.83804,-3.83804,13.8099,-3.67618,-3.83804,59.1574,55.5455,14.1134,-3.83804,-3.83804,-3.91901,-3.83804,-3.83804,19.3663,-3.91901,-3.91901,35.9912,-1.66042,44.7137,-3.83804,-3.91901,39.8913,,,,,-3.91901,,-4,26.1754,18.399,-3.91901
33.8047,-3.91901,29.5428,-3.91901,,-3.83804,-3.91901,,52.0162,-3.91901,-3.91901,37.3336,-3.91901,-3.91901,,,,,,,-3.91901,51.5063,-3.83804,-3.83804,20.1077,-3.5144,-3.83804,61.0403,58.1464,31.3844,13.2018,-3.83804,-3.91901,-3.83804,-3.83804,24.8726,-3.83804,-3.91901,37.7792,5.40205,50.6104,2.012,-3.83804,48.7084,,,54.5129,49.678,,,,28.3305,19.5889,-3.91901
33.8396,-3.91901,29.7916,-3.91901,,-3.83804,-3.91901,,51.602,-3.91901,-3.91901,37.8134,-3.91901,-3.91901,,,,,,,-3.91901,52.1116,-3.83804,-1.66042,19.9596,-3.43355,-3.83804,61.5829,58.5761,35.2995,12.0579,-1.66042,-3.91901,-3.83804,-3.83804,22.025,-3.83804,-3.91901,38.1213,2.40832,50.6746,,,49.0322,,,,,-3.91901,,,28.3305,19.8114,-3.91901
34.3273,-3.91901,29.1157,-3.91901,,-3.83804,-3.91901,,51.602,-3.91901,-3.91901,38.3263,-3.91901,-3.91901,,,,,,,-3.91901,,-3.83804,-1.01833,19.5889,-3.35272,-3.83804,62.2137,59.0352,36.1983,11.905,-2.62624,-3.91901,-3.83804,-3.83804,21.6575,-3.83804,-3.91901,37.4022,4.06675,51.4105,12.4398,-3.83804,,,,55.8572,50.3858,,,-4,29.1157,20.9207,-3.91901
34.3969,-3.91901,29.8981,-3.91901,,-3.83804,-3.91901,,51.5063,-3.91901,-3.91901,38.7698,-3.91901,-3.91901,,,,,,,-3.91901,52.3342,-3.83804,1.93267,20.8469,-3.27191,-3.7571,62.3635,58.8823,36.4741,10.7553,-0.137805,-3.91901,-3.83804,-3.83804,19.1434,-3.91901,-3.91901,36.1293,1.77394,51.1868,15.3992,-3.83804,50.6425,,-3.91901,,50.6746,,,-3.91901,28.402,21.0314,-3.91901
34.0487,-3.91901,29.1157,-3.91901,,-3.83804,-3.91901,,51.2508,-3.91901,-3.91901,39.4842,-3.91901,-3.91901,,,,,,,-3.91901,52.3024,-3.83804,0.261539,20.9207,-3.27191,-3.7571,62.3336,58.8211,38.6334,11.5223,-0.77792,-3.91901,-3.83804,-3.83804,15.8514,-3.91901,-3.91901,35.0222,-0.297699,50.193,11.905,-3.83804,,,-3.91901,56.3858,,,,-4,28.4735,21.5839,-3.83804
33.979,-3.91901,28.4735,-3.91901,,-3.83804,-3.91901,,51.3466,-3.91901,-3.91901,39.62,-3.91901,-3.91901,,,,,,,-3.91901,52.4929,-3.83804,-2.14292,19.292,-3.35272,-3.83804,62.2137,58.3,34.7445,7.58726,-2.8682,-3.91901,-3.83804,-3.83804,16.3029,-3.91901,-3.91901,34.2925,-3.83804,,,,,,,,,,,,,21.2894,-3.83804
33.9442,-3.91901,27.6502,-3.91901,,-3.83804,-3.91901,,51.2508,-3.91901,-3.91901,39.7896,-3.91901,-3.91901,,,,,,,-3.91901,51.5382,-3.83804,-3.83804,19.4405,-3.43355,-3.83804,61.613,58.2386,33.5953,5.24529,-3.83804,-3.91901,-3.83804,-3.83804,17.7272,-3.83804,-3.91901,,-3.91901,47.7338,,-3.83804,47.1467,,,54.8578,,-3.83804,,,29.4717,21.2894,-3.83804
32.5803,-3.91901,27.9727,-3.91901,,-3.83804,-3.91901,,51.2188,-3.91901,-3.91901,39.7217,-3.91901,-3.91901,,,,,,,-3.91901,49.9357,-3.83804,-3.83804,12.9735,-3.5144,-3.83804,61.342,57.8389,29.5784,3.90923,-3.83804,-3.91901,-3.83804,-3.83804,18.3245,-3.83804,-3.91901,35.0915,,,,-3.83804,,,,,,,,,28.6163,18.8459,-3.83804
32.7206,-3.91901,27.1836,-3.91901,,-3.83804,-3.91901,,51.1548,-3.91901,-3.91901,39.3823,-3.91901,-3.91901,,,,,,,-3.91901,48.838,-3.83804,-3.83804,11.5223,-3.5144,-3.83804,61.3721,57.1912,29.1157,1.37672,-3.83804,-3.91901,-3.83804,-3.83804,16.5283,-3.83804,-3.91901,34.536,-3.91901,,,,,,,,,,,,,,-3.83804
31.5254,-3.91901,25.9587,-3.91901,,-3.83804,-3.91901,,51.0909,-3.91901,-3.91901,39.2123,-3.91901,-3.91901,,,,,,,-3.91901,47.5709,-3.83804,-3.83804,10.8321,-3.59528,-3.83804,60.8893,58.1464,28.6163,0.580611,-3.83804,-3.91901,-3.83804,-3.83804,15.55,-3.83804,,34.8834,-3.91901,46.5577,,,,,,,,,,,23.7814,15.0972,-3.91901
31.5959,-3.91901,26.1754,-3.91901,,-3.83804,-3.91901,,52.0798,-3.91901,-3.91901,38.8039,-3.91901,-3.91901,,,,,,,-3.91901,48.2543,-3.83804,-3.83804,8.20838,-3.59528,-3.83804,60.5565,57.8697,27.0398,0.660323,-3.83804,-4,-3.83804,-3.83804,14.8705,-3.83804,-3.91901,,-3.91901,45.7695,,-3.91901,44.1836,,-3.91901,,49.678,,,-3.91901,24.8,14.6436,-3.91901
31.7368,-3.91901,25.9587,-3.91901,,-3.83804,-3.91901,,52.207,-3.91901,,37.8134,-3.91901,-3.91901,,,,,,,-3.91901,48.2543,-3.91901,-3.83804,8.13082,-3.59528,-3.83804,60.5262,57.7157,22.978,-1.25895,-3.83804,-4,-3.83804,-3.83804,14.1134,-3.83804,-3.91901,34.188,-3.91901,45.0773,,-3.91901,,,,52.9684,,-3.91901,,-3.91901,23.7449,13.7339,-3.91901
31.1021,-3.91901,25.5972,-3.91901,,-3.83804,-3.91901,,52.2388,-3.91901,-3.91901,36.8871,-3.91901,-3.91901,,,,,,,-3.91901,48.1243,-3.83804,-3.83804,6.49685,-3.59528,-3.83804,60.2837,57.5616,21.8781,-3.43355,-3.83804,-4,-3.83804,-3.83804,13.43,-3.83804,-3.91901,33.7,-3.91901,,-3.83804,,41.3771,,,52.6516,49.1615,,,-4,23.3435,14.1513,-3.91901
30.7486,-3.91901,25.054,-3.91901,,-3.83804,-3.91901,,52.3659,-3.91901,-3.91901,37.0933,-3.91901,-3.91901,,,,,,,-3.91901,47.6035,-3.83804,-3.83804,9.06008,-3.59528,,59.9496,57.253,19.5147,-3.83804,-3.83804,-4,-3.83804,-3.83804,12.9735,-3.83804,-3.91901,,,45.0773,-3.83804,-3.91901,39.5521,,,,,,,-4,26.2114,15.9644,
30.8901,-3.91901,24.8726,-3.91901,,-3.83804,-3.91901,,52.3342,-3.91901,-3.91901,37.5394,-3.91901,-3.91901,,,,,,,-3.91901,48.0593,-3.91901,-3.83804,8.09203,-3.59528,-3.83804,60.223,57.4382,21.4367,-2.30394,-3.83804,-4,-3.83804,-3.83804,11.4457,-3.91901,-3.91901,33.4556,-3.91901,,,,39.9929,,,,49.549,-3.91901,,-4,25.4525,15.8514,-3.91901
28.9731,-3.91901,27.6861,-3.91901,,-3.83804,-3.91901,,52.4929,-3.91901,-3.91901,38.6675,-3.91901,-3.91901,,,,,,,-3.91901,44.879,-3.91901,-3.91901,3.90923,-3.7571,-3.83804,55.9506,53.632,3.19928,-3.83804,-3.83804,-4,-3.83804,-3.83804,11.2158,-3.83804,-3.91901,,-3.91901,42.0489,,-3.91901,,,,,,-3.91901,,,25.3077,15.0972,-3.91901
31.0667,-3.91901,26.824,-3.91901,,-3.83804,-3.91901,,52.6516,-3.91901,-3.91901,39.2463,-3.91901,-3.91901,,,,,,,-3.91901,44.4157,-3.91901,-3.91901,3.67278,-3.7571,-3.83804,56.1995,53.2531,-1.3392,-3.83804,-3.83804,-4,-3.83804,-3.83804,11.905,-3.83804,-3.91901,31.5607,-3.91901,,,-3.91901,,,,,,,,,,,-3.91901
29.08,-3.91901,26.608,-3.91901,,-3.83804,-3.91901,,53.0317,-3.91901,-3.91901,40.0945,,-3.91901,,,,,,,-3.91901,44.2831,-3.91901,-3.91901,3.3572,-3.7571,-3.83804,56.3548,53.0634,4.30286,-3.83804,-3.83804,-4,-3.83804,-3.83804,14.4922,-3.83804,-3.91901,32.6855,-3.91901,41.6797,,,,,,,,,,,,14.5301,-3.91901
28.9731,-3.91901,25.1627,-3.91901,,-3.83804,-3.91901,,52.9368,-3.91901,-3.91901,39.8574,-3.91901,-3.91901,,,,,,,-3.91901,44.879,-3.91901,-3.83804,3.27825,-3.7571,-3.83804,56.4479,53.1899,-3.83804,-3.83804,-3.83804,-4,-3.83804,-3.83804,10.4479,-3.83804,-3.91901,30.9608,,41.6461,,-3.91901,35.7494,,-3.91901,,,,,-4,24.8726,14.4165,-3.91901
30.8194,-3.91901,26.1754,-3.91901,,-3.83804,-3.91901,,53.2215,-3.91901,-3.91901,39.5521,-3.91901,-3.91901,,,,,,,-3.91901,44.846,-3.91901,-3.83804,3.27825,-3.7571,-3.83804,56.8819,53.5058,-3.83804,-3.83804,-3.83804,-4,-3.83804,-3.83804,11.1391,-3.83804,,32.2293,-3.91901,,,-3.91901,,,,,,,,-4,25.0177,14.265,-3.91901
31.8072,-3.91901,26.4278,-3.91901,,-3.83804,-3.91901,,53.8526,-3.83804,-3.91901,39.4162,-3.91901,-3.91901,,,,,,,-3.91901,45.0773,-3.91901,-3.83804,7.19833,-3.7571,-3.83804,57.1294,52.048,-0.457683,-3.91901,-3.91901,-3.91901,-3.83804,-3.83804,10.4479,-3.83804,,,,,,,,,,,,,,-4,24.9452,13.1638,
29.1869,-3.91901,24.1093,-3.91901,,-3.83804,-3.91901,,53.4427,-3.91901,-3.91901,39.3823,-3.91901,-3.91901,,,,,,,-3.91901,45.2093,-3.91901,-3.83804,6.73088,-3.7571,-3.83804,56.665,52.5564,-3.83804,-3.83804,-3.83804,-4,-3.83804,-3.83804,9.90907,-3.83804,,31.2433,-3.91901,,,,,,-3.91901,,,,,-4,24.364,12.8973,-3.91901
28.402,-3.91901,23.3435,-3.91901,,-3.83804,-3.91901,,53.5058,-3.91901,-3.91901,39.5521,-3.91901,-3.91901,,,,,,,-3.91901,44.9121,-3.91901,-3.83804,6.22356,-3.7571,-3.83804,56.758,51.6658,-3.83804,-3.91901,-3.83804,-4,-3.83804,-3.83804,8.5184,-3.83804,-3.91901,,-3.91901,41.1078,-3.91901,-3.91901,35.9221,,-3.91901,49.549,49.9357,,,-4,24.2913,12.8592,-3.83804
27.6144,-3.91901,23.0511,-3.91901,,-3.83804,-3.91901,,53.3479,-3.91901,-3.91901,39.62,-3.91901,-3.91901,,,,,,,-3.91901,44.1172,-3.91901,-3.83804,4.49947,-3.7571,-3.83804,56.1062,51.8888,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,7.35397,-3.83804,-3.91901,,-3.91901,,,-3.91901,,,,,,-3.91901,,,23.9272,12.4398,-3.83804
26.896,-3.91901,22.0985,-3.91901,,-3.83804,-3.91901,,53.3795,-3.91901,-3.91901,38.7357,-3.91901,-3.91901,,,,,,,-3.91901,44.6475,-3.91901,-3.83804,5.08844,-3.7571,-3.83804,56.51,51.602,-3.83804,-3.91901,-3.83804,-4,-3.83804,-3.83804,7.898,-3.83804,-3.91901,29.685,,,,-3.91901,,,-3.91901,,49.678,,,-3.91901,23.7814,11.0624,-3.83804
27.2914,-3.91901,22.6486,-3.91901,,-3.83804,,,53.3795,-3.91901,-3.91901,38.7357,-3.91901,-3.91901,,,,,,,-3.91901,,-3.91901,-3.83804,4.61736,-3.7571,-3.83804,56.479,51.2188,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,8.05324,-3.83804,-3.91901,,-3.91901,41.2425,,-3.91901,,,,,,,,,,11.0624,-3.83804
26.68,-3.91901,22.0618,-3.91901,,-3.83804,-3.91901,,53.3163,-3.91901,-3.91901,38.3946,-3.91901,-3.91901,,,,,,,-3.91901,43.7186,-3.91901,-3.83804,4.38152,-3.7571,-3.83804,55.9195,50.7387,-3.83804,-3.83804,-3.91901,-4,-3.83804,-3.83804,7.43176,-3.83804,-3.91901,29.2938,-3.91901,,,,,,,49.1938,49.7424,,,,,11.4457,-3.83804
25.8142,-3.91901,20.2927,-3.91901,,-3.83804,-3.91901,,53.3479,-3.91901,-3.91901,39.0422,-3.91901,-3.91901,,,,,,,-3.91901,42.5847,-3.91901,-3.91901,3.90923,-3.7571,-3.83804,55.8261,50.5142,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,7.0426,-3.83804,-3.91901,,-3.91901,,,,33.7,,,48.5139,,,,,21.2894,11.1391,-3.83804
25.7419,-3.91901,20.1817,-3.91901,,-3.83804,-3.91901,,53.4111,-3.91901,-3.91901,39.2803,-3.91901,,,,,,,,-3.91901,42.317,-3.83804,-3.91901,2.24986,-3.7571,-3.83804,56.1684,50.4179,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,5.4804,-3.83804,-3.91901,28.1875,-3.91901,,-3.91901,-3.91901,,,-3.91901,,48.838,,,,21.0683,9.6778,-3.83804
24.5821,-3.91901,19.5147,-3.91901,,-3.83804,-3.91901,,53.4111,-3.91901,-3.91901,39.1443,-3.91901,,,,,,,,-3.91901,41.9818,-3.91901,-3.91901,0.978947,-3.7571,-3.83804,55.9818,50.4179,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,3.43613,-3.83804,-3.91901,26.9679,-3.91901,39.4502,,-3.91901,,,,47.7338,48.7084,,,-4,20.7731,9.36912,-3.83804
24.8,-3.91901,18.5108,-3.91901,,-3.83804,-3.91901,,53.3479,-3.91901,-3.91901,39.0763,-3.91901,-3.91901,,,,,,,-3.91901,41.7805,-3.91901,-3.91901,0.899325,-3.7571,-3.83804,55.8884,50.0322,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,3.19928,-3.83804,-3.91901,26.68,-3.91901,39.1783,,-3.91901,31.4549,,-3.91901,,48.3192,,,,18.1753,7.898,-3.83804
24.4367,-3.91901,17.428,-3.91901,,-3.83804,-3.91901,,53.3163,-3.91901,-3.91901,38.3946,-3.91901,-3.91901,,,,,,,-3.91901,41.3098,-3.91901,-3.91901,-0.137805,-3.7571,-3.91901,55.9195,49.7747,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,2.24986,-3.83804,-3.91901,25.7419,-3.91901,38.3946,-3.91901,-3.91901,29.8626,,,46.8524,48.4815,-3.91901,,-4,19.7373,7.19833,-3.83804
23.3435,-3.91901,17.4654,-3.91901,,-3.83804,,,53.2847,-3.91901,-3.91901,38.1897,-3.91901,-3.91901,,,,,,,-3.91901,40.9055,-3.91901,-3.91901,-0.537709,-3.7571,-3.91901,55.4519,49.2908,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,-0.938173,-3.83804,-3.91901,24.8726,-3.91901,37.7792,-3.91901,-3.91901,29.4361,,,46.164,48.449,-3.91901,,-3.91901,18.138,7.0426,-3.83804
22.6852,-3.91901,15.9644,-3.91901,,-3.83804,-3.91901,,53.1899,-3.91901,-3.91901,35.7839,-3.91901,-3.91901,,,,,,,-3.91901,40.4328,-3.91901,-3.91901,-1.982,-3.7571,-3.91901,55.6391,49.0322,-3.83804,-3.91901,-3.91901,-4,-3.83804,-3.83804,-2.30394,-3.83804,-3.91901,24.2549,-3.91901,37.3336,,-3.91901,28.6163,,,46.4593,,-3.91901,,-3.91901,17.7272,5.79356,-3.83804
22.0985,-3.91901,15.9267,-3.91901,,-3.91901,-3.91901,,,-3.91901,-3.91901,36.6118,-3.91901,-3.91901,,,,,,,-3.91901,,-3.91901,-3.91901,-2.38448,-3.7571,-3.91901,55.327,48.7732,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.83804,-3.91901,-3.83804,-3.91901,22.5386,-3.91901,37.0933,-3.91901,-3.91901,27.9369,,-3.91901,,47.9942,-3.91901,,,,5.87179,-3.83804
21.4367,-3.91901,14.8705,-3.91901,,-3.91901,-3.91901,,53.0634,-3.91901,-3.91901,37.4365,-3.91901,-3.91901,,,,,,,,40.0268,-3.91901,-3.91901,-2.8682,-3.7571,-3.91901,55.202,48.5139,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.83804,-3.91901,-3.91901,-3.91901,22.9048,-3.91901,36.7839,,-3.91901,27.9727,,,45.9669,,,,,15.0217,,-3.83804
20.2557,-3.91901,14.3407,-3.91901,,-3.91901,-3.91901,,52.8418,-3.91901,-3.91901,36.9559,-3.91901,-3.91901,,,,,,,-3.91901,39.6878,-3.91901,-3.91901,-3.91901,-3.7571,-3.91901,55.1395,48.2543,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,21.8046,-3.91901,,-3.91901,-3.91901,27.3273,,-3.91901,45.9011,,,,,16.378,5.08844,-3.83804
19.8114,-3.91901,13.8858,-3.91901,,-3.91901,,,52.9368,-3.91901,-3.91901,37.8477,-3.91901,-3.91901,,,,,,,-3.91901,36.4741,-3.91901,-3.91901,-3.91901,-3.7571,-3.91901,54.8265,47.7013,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.83804,-3.91901,-3.91901,-3.91901,21.2157,-3.91901,35.7839,-3.91901,-3.91901,25.9587,,,45.9997,,,,-3.91901,,3.51504,-3.83804
18.399,-3.91901,12.8211,-3.91901,,-3.91901,-3.91901,,52.7784,-3.91901,-3.91901,37.2993,-3.91901,-3.91901,,,,,,,-3.91901,36.4052,-3.91901,-3.91901,-3.91901,-3.7571,-3.91901,54.7951,47.4405,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,20.5885,-3.91901,35.2648,-3.91901,-3.91901,25.0902,,-3.91901,45.4072,47.212,,,,16.2277,2.09131,-3.83804
17.6524,-3.91901,12.3634,-3.91901,,-3.91901,-3.91901,,52.7784,-3.91901,-3.91901,37.5394,-3.91901,,,,,,,,-3.91901,36.3018,-3.91901,-3.91901,-3.91901,-3.7571,-3.91901,54.6384,46.7542,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,19.2177,-3.91901,34.6055,-3.91901,-3.91901,,,,45.3083,46.8197,,,,,1.85332,-3.83804
16.7535,-3.91901,11.5223,-3.91901,,-3.91901,-3.91901,,52.4929,-3.91901,-3.91901,36.8183,-3.91901,,,,,,,,-3.91901,36.4741,-3.91901,-3.91901,-3.91901,-3.7571,-3.91901,54.6698,46.5577,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.83804,-3.91901,19.4405,-3.91901,34.6055,-3.91901,-3.91901,24.5821,,-3.91901,44.9451,46.9505,,,-4,,1.37672,-3.83804
16.6034,-3.91901,10.4479,-3.91901,,-3.91901,-3.91901,,52.4929,-3.91901,-3.91901,36.6118,-3.91901,,,,,,,,-3.91901,36.1983,-3.91901,-3.91901,-3.91901,-3.7571,-3.91901,54.5757,46.2953,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,18.697,-3.91901,34.0487,-3.91901,-3.91901,24.0729,,-3.91901,44.8129,46.8197,,,,14.0375,-0.0578912,-3.83804
15.1727,-3.91901,9.87054,-3.91901,,-3.91901,-3.91901,,52.3659,-3.91901,-3.91901,37.0933,-3.91901,-3.91901,,,,,,,-3.91901,36.0948,-3.91901,-3.91901,-3.91901,-3.7571,-3.91901,54.1988,46.0655,-3.83804,-3.91901,-3.91901,-4,-3.91901,-3.91901,-3.91901,-3.91901,-3.91901,17.5776,-3.91901,33.8396,-3.91901,-3.91901,23.1974,,-3.91901,44.7137,,,,,,1.37672,-3.83804
